lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_beta,sigma_beta,depth_true_i1.1,depth_true_i1.2,depth_true_i1.3,depth_true_i1.4,depth_true_i1.5,depth_true_i1.6,depth_true_i1.7,depth_true_i1.8,depth_true_i1.9,depth_true_i1.10,delta_depth.1,delta_depth.2,delta_depth.3,delta_depth.4,delta_depth.5,delta_depth.6,delta_depth.7,delta_depth.8,delta_depth.9,delta_depth.10,depth_true_i2.1,depth_true_i2.2,depth_true_i2.3,depth_true_i2.4,depth_true_i2.5,depth_true_i2.6,depth_true_i2.7,depth_true_i2.8,depth_true_i2.9,depth_true_i2.10,growth.1,growth.2,growth.3,growth.4,growth.5,growth.6,growth.7,growth.8,growth.9,growth.10,CGR_pp
# Adaptation terminated
# Step size = 0.209912
# Diagonal elements of inverse mass matrix:
# 0.0206549, 0.146737, 0.0119739, 0.0178825, 0.00207773, 0.00661293, 0.000564605, 0.0887887, 0.598148, 0.00237529, 0.00461855, 0.00377345, 0.050518, 0.0244594, 0.0204216, 0.168747, 0.029942, 0.0260244, 0.0425435, 0.042651, 0.0650595, 0.0270629
8.81353,0.898247,0.209912,3,15,0,4.79999,0.0861112,0.567398,4.33804,3.61714,11.3651,6.54486,19.3506,2.17807,0.732312,8.82131,6.64957,8.0111,1.60451,4.05685,3.99389,1.59294,2.39053,3.47902,2.10265,2.1829,1.27614,2.60027,5.94255,7.67399,15.359,8.13779,21.7411,5.65709,2.83496,11.0042,7.92571,10.6114,0.534836,1.35228,1.3313,0.530979,0.796843,1.15967,0.700883,0.727635,0.425381,0.866757,3.84324
4.57642,0.917267,0.209912,4,15,0,3.00814,0.162342,0.60074,4.05663,3.48293,11.1673,6.68285,19.5551,2.13251,0.591793,8.71434,6.35819,8.03653,1.65863,3.84693,4.21714,1.49287,2.04084,3.46659,2.07779,2.10754,1.32805,2.50135,5.71526,7.32985,15.3845,8.17572,21.596,5.5991,2.66959,10.8219,7.68625,10.5379,0.552876,1.28231,1.40571,0.497624,0.68028,1.15553,0.692598,0.702514,0.442685,0.833784,0.668613
6.75238,0.937141,0.209912,5,31,0,2.62698,-0.356883,0.344423,4.15669,3.57241,11.0481,5.44202,18.6661,1.53421,0.649583,8.89633,6.54053,6.89136,1.82113,4.13435,4.35385,3.02367,3.40156,3.39972,1.86563,1.84522,1.15876,3.44728,5.97782,7.70676,15.402,8.4657,22.0677,4.93393,2.51521,10.7415,7.69928,10.3386,0.607044,1.37812,1.45128,1.00789,1.13385,1.13324,0.621876,0.615072,0.386252,1.14909,0.576528
9.81377,0.816927,0.209912,3,7,0,4.10568,-0.356027,0.450617,4.33722,3.3706,10.7946,5.5061,18.7044,2.24886,0.761393,8.69737,6.29378,7.40589,1.84069,4.10348,4.55711,3.23452,3.59714,3.29138,1.85184,2.12338,1.36155,3.71853,6.17792,7.47409,15.3517,8.74062,22.3015,5.54024,2.61324,10.8207,7.65533,11.1244,0.613565,1.36783,1.51904,1.07817,1.19905,1.09713,0.617281,0.707794,0.453851,1.23951,0.508069
5.61381,0.901219,0.209912,4,31,0,1.68702,0.198883,0.46873,4.52304,2.86764,11.6102,5.91868,19.7303,2.50252,0.595934,8.84882,6.47289,6.75218,1.86995,4.44888,3.59321,2.92257,2.82025,3.03644,2.08827,1.70372,1.61056,4.00346,6.39299,7.31652,15.2034,8.84125,22.5505,5.53896,2.6842,10.5525,8.08345,10.7556,0.623316,1.48296,1.19774,0.97419,0.940083,1.01215,0.696089,0.567905,0.536854,1.33449,0.493886
2.61519,0.81464,0.209912,4,31,0,9.66641,-0.02776,0.633149,4.49482,3.21698,11.8303,5.14537,19.4071,1.65618,0.7034,9.55431,6.28807,6.53551,2.12698,4.08557,3.56726,5.7147,2.68167,3.8343,1.9007,1.08989,1.61984,4.30368,6.6218,7.30255,15.3975,10.8601,22.0888,5.49047,2.6041,10.6442,7.90791,10.8392,0.708993,1.36186,1.18909,1.9049,0.893891,1.2781,0.633568,0.363298,0.539946,1.43456,1.05223
8.33475,0.913138,0.209912,5,31,0,5.38734,-0.23736,0.20978,3.82871,4.30276,11.3002,6.83407,19.2208,2.40688,0.546533,8.28474,6.0095,8.39302,1.96722,3.05332,3.94605,1.55789,3.00811,3.22222,2.12925,2.91047,1.90563,2.29969,5.79592,7.35608,15.2463,8.39196,22.2289,5.6291,2.67578,11.1952,7.91513,10.6927,0.655739,1.01777,1.31535,0.519297,1.0027,1.07407,0.709751,0.970158,0.635211,0.766562,0.629298
2.90917,0.965932,0.209912,5,31,0,5.62415,-0.0314893,0.355917,4.21285,4.04895,11.6623,6.77949,18.8019,0.687578,0.365421,8.69146,6.15441,6.96623,2.45405,3.28075,3.85048,1.45328,3.4304,4.43554,2.53567,1.79812,2.27974,3.76916,6.6669,7.3297,15.5128,8.23277,22.2323,5.12312,2.90109,10.4896,8.43414,10.7354,0.818017,1.09358,1.28349,0.484427,1.14347,1.47851,0.845222,0.599373,0.759912,1.25639,0.87827
3.36089,0.993101,0.209912,5,31,0,7.6042,-0.369346,0.528813,4.42747,3.90385,11.869,6.46118,19.385,0.999727,0.292149,9.34531,6.21473,6.96429,1.53922,3.61442,2.94931,2.79957,2.65744,4.23934,2.45028,1.62062,1.18164,3.74034,5.96669,7.51827,14.8183,9.26076,22.0425,5.23906,2.74243,10.9659,7.39636,10.7046,0.513074,1.20481,0.983102,0.933191,0.885812,1.41311,0.816761,0.540205,0.393879,1.24678,0.502987
2.38839,0.863572,0.209912,5,31,0,9.55074,0.0601583,0.590397,3.89436,4.33307,10.6785,5.43908,19.4999,2.10576,1.70611,8.76069,6.21083,8.46226,2.48512,3.7316,4.98132,1.36123,2.90108,3.09271,1.02111,2.00243,1.95677,1.86728,6.37947,8.06467,15.6598,6.80031,22.401,5.19846,2.72723,10.7631,8.1676,10.3295,0.828372,1.24387,1.66044,0.453743,0.967028,1.0309,0.340371,0.667476,0.652255,0.622426,1.13833
0.948895,0.16097,0.209912,4,15,0,10.0901,0.0646195,0.438759,3.95797,3.91384,10.6951,5.12785,19.2731,2.2746,1.61003,8.9365,6.13175,8.53325,2.38538,2.98071,4.53382,2.14381,2.95496,3.20382,0.818032,2.07214,1.72928,2.20252,6.34335,6.89455,15.2289,7.27166,22.228,5.47843,2.42806,11.0086,7.86103,10.7358,0.795127,0.99357,1.51127,0.714604,0.984985,1.06794,0.272677,0.690714,0.576428,0.734174,0.829565
4.34061,0.98528,0.209912,4,31,0,7.72136,-0.491559,0.567118,4.32737,3.75136,10.3582,7.4731,19.3557,1.67008,0.739801,8.60875,6.02381,7.62942,1.84505,3.3283,4.93563,2.43658,2.79671,3.68576,2.19491,2.1537,1.82439,3.40678,6.17242,7.07966,15.2938,9.90968,22.1524,5.35584,2.93471,10.7624,7.84821,11.0362,0.615018,1.10943,1.64521,0.812193,0.932237,1.22859,0.731637,0.717899,0.608131,1.13559,0.398507
7.93657,0.985738,0.209912,4,31,0,6.27283,-0.225204,0.479117,4.86606,3.71851,11.4859,5.45418,19.0496,2.12783,0.355468,7.82196,6.59402,7.50166,1.24751,3.95624,4.12671,2.40726,2.9105,3.46838,2.34269,3.30632,1.19035,2.99682,6.11357,7.67475,15.6126,7.86145,21.9601,5.59621,2.69816,11.1283,7.78437,10.4985,0.415837,1.31875,1.37557,0.802421,0.970165,1.15613,0.780897,1.10211,0.396784,0.998939,0.399645
9.49175,0.984376,0.209912,5,31,0,0.429811,-0.0570031,0.36185,3.55813,3.20428,10.4691,6.7657,19.7485,1.44891,1.25509,8.7911,6.61653,7.3412,2.45121,4.22275,4.6905,2.17713,2.44824,3.72386,1.41464,2.07092,1.21893,3.1478,6.00934,7.42703,15.1596,8.94282,22.1967,5.17277,2.66973,10.862,7.83546,10.489,0.81707,1.40758,1.5635,0.725709,0.81608,1.24129,0.471545,0.690307,0.406311,1.04927,1.60348
10.3161,0.928286,0.209912,5,31,0,-1.4459,0.0443747,0.182184,4.38986,3.92628,11.7879,5.46092,18.3618,2.0356,0.209226,8.34336,5.12163,7.18018,2.19791,3.41143,3.39547,2.61329,3.47232,3.14992,2.52045,2.64699,2.77056,3.47201,6.58777,7.33772,15.1833,8.07421,21.8341,5.18552,2.72967,10.9903,7.8922,10.6522,0.732637,1.13714,1.13182,0.871097,1.15744,1.04997,0.84015,0.882329,0.923521,1.15734,1.29649
5.69144,0.79315,0.209912,5,31,0,2.38093,-0.235704,0.389731,3.48168,3.88561,10.6901,6.77261,20.347,1.78196,0.816819,8.45074,6.46135,7.64922,2.54172,3.35196,4.31818,1.51166,2.07668,3.45004,1.48352,2.30033,1.30286,2.68474,6.0234,7.23757,15.0083,8.28427,22.4237,5.23201,2.30034,10.7511,7.76421,10.334,0.84724,1.11732,1.43939,0.503887,0.692226,1.15001,0.494507,0.766778,0.434286,0.894914,0.714549
5.24797,0.938148,0.209912,4,31,0,5.23524,-0.133155,0.426155,3.64417,4.461,11.3779,6.68819,19.5595,1.65782,0.570437,8.31861,5.98972,7.55208,2.48603,2.90169,4.12254,1.22184,2.31509,3.02537,1.97086,2.28789,2.08767,3.43642,6.1302,7.36269,15.5004,7.91003,21.8746,4.68319,2.5413,10.6065,8.07739,10.9885,0.828678,0.967229,1.37418,0.40728,0.771696,1.00846,0.656953,0.762631,0.695891,1.14547,1.13058
8.47412,0.963363,0.209912,4,15,0,3.91486,-0.033653,0.26104,3.55751,4.15501,11.0505,6.51879,19.727,1.42887,0.651158,8.7425,6.25458,7.68546,2.50955,3.33515,3.97005,4.29983,2.48068,3.4463,1.93684,2.12259,1.53498,2.4809,6.06705,7.49017,15.0206,10.8186,22.2077,4.87516,2.588,10.8651,7.78956,10.1664,0.836516,1.11172,1.32335,1.43328,0.826894,1.14877,0.645614,0.70753,0.511659,0.826968,1.08416
