,player_id,player.name,player.name.GK,possession_team.name,play_pattern.name,shot.statsbomb_xg,shot.first_time,location.x,location.y,DistToGoal,DistToKeeper,AngleToGoal,AngleDeviation,avevelocity,DefendersInCone,InCone.GK,under_pressure,goal,shot.type.name_Free.Kick,shot.type.name_Open.Play,shot.type.name_Penalty,shot.technique.name_Half.Volley,shot.technique.name_Lob,shot.technique.name_Normal,shot.technique.name_Volley,shot.body_part.name_processed_Head,shot.body_part.name_processed_Other,shot.body_part.name_processed_Stronger.Foot,shot.body_part.name_processed_Weaker.Foot
56,2,Thierry Henry,Thomas Sorensen,Arsenal,Regular Play,0.09682565,0,110.4,51.8,1.650144678,0.976557102,2.882881036,0.505910469,-0.043141709,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
57,2,Thierry Henry,Thomas Sorensen,Arsenal,From Free Kick,0.023477051,0,104.6,23.4,2.456294723,0.886775576,2.671947071,0.423247621,-0.056471452,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
58,2,Thierry Henry,Thomas Sorensen,Arsenal,From Goal Kick,0.03707128,0,100.7,29.7,2.373108629,0.99335003,1.591796551,0.29039931,-0.043256463,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
59,2,Thierry Henry,Thomas Sorensen,Arsenal,From Keeper,0.04555448,0,98.5,52.1,2.676256448,0.646343215,1.664479004,1.230803536,-0.058983754,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
60,2,Thierry Henry,Mark Schwarzer,Arsenal,From Free Kick,0.14639963,0,106.1,27.9,1.999111303,1.008458882,2.325800433,0.526231791,-0.047368833,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
61,2,Thierry Henry,Mark Schwarzer,Arsenal,Regular Play,0.016273933,0,93.2,23,3.442760631,0.59136133,1.835498633,2.784837335,-0.059841227,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
62,2,Thierry Henry,Mark Schwarzer,Arsenal,Regular Play,0.020778637,0,96.1,32.6,2.714045385,0.247861309,0.974970591,1.123848768,-0.010780708,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
63,2,Thierry Henry,Mark Schwarzer,Arsenal,Regular Play,0.02107927,0,108.6,50.1,1.652175802,0.929448129,2.354143712,0.65801292,-0.081033446,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0
64,2,Thierry Henry,Edwin van der Sar,Arsenal,Regular Play,0.04262787,0,100.7,20.8,2.953163843,2.842394254,2.541805233,0.277064055,-0.048423963,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
65,2,Thierry Henry,Edwin van der Sar,Arsenal,Regular Play,0.16416815,1,103.4,38.7,1.806242777,0.725570567,0.253770307,1.473895105,-0.048825793,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
66,2,Thierry Henry,Edwin van der Sar,Arsenal,Regular Play,0.014147292,0,96.3,26.7,2.948079002,0.399664351,1.660507831,0.308599045,-0.036013185,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
67,2,Thierry Henry,Edwin van der Sar,Arsenal,From Free Kick,0.17735319,0,108.3,34.2,1.416578813,0.380275,1.494374035,0.569694574,-0.071243088,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
68,2,Thierry Henry,Edwin van der Sar,Arsenal,From Corner,0.17158334,0,115.9,41.9,0.490194252,0.290032765,1.409074943,2.627023685,-0.08032645,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0
69,2,Thierry Henry,Edwin van der Sar,Arsenal,Regular Play,0.0724678,0,104.8,27.1,2.162626879,0.347821997,2.285056263,0.216154801,-0.059299971,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
70,2,Thierry Henry,Edwin van der Sar,Arsenal,Regular Play,0.029236661,1,93,38.7,2.932290057,0.313522511,0.156219539,0.39511665,-0.049768465,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
71,2,Thierry Henry,Edwin van der Sar,Arsenal,From Throw In,0.03885754,0,102.8,32.6,2.031170132,0.633791667,1.319264169,1.27621702,-0.090875724,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0
72,2,Thierry Henry,Kasey Keller,Arsenal,From Free Kick,0.01825377,0,88.1,47.8,3.562380897,0.291657611,0.778674978,0.216877978,-0.03784094,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
73,2,Thierry Henry,Kasey Keller,Arsenal,Regular Play,0.062478572,0,109.9,26.1,1.863859767,0.646343215,3.060125092,0.492277219,-0.03229853,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
74,2,Thierry Henry,Kasey Keller,Arsenal,From Throw In,0.021549962,0,97.6,46.6,2.533180049,0.504229441,0.930397109,0.977070876,-0.048117603,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0
75,2,Thierry Henry,Kasey Keller,Arsenal,Regular Play,0.48423856,0,112.4,46.1,1.057142578,1.968538841,2.196131549,0.004241558,-0.036176852,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
76,2,Thierry Henry,Kasey Keller,Arsenal,From Free Kick,0.020514661,1,92.7,50.1,3.157613347,0.431504345,1.150590131,0.749132426,-0.023752623,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
77,2,Thierry Henry,David James,Arsenal,From Throw In,0.4160687,1,113.5,45.3,0.909790773,3.177893385,2.221160433,1.779328228,-0.077650362,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
78,2,Thierry Henry,David James,Arsenal,From Throw In,0.022629596,0,92.2,39.5,3.016166929,1.200568603,0.05839416,0.088013181,-0.054253604,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
79,2,Thierry Henry,David James,Arsenal,Regular Play,0.31695434,1,110.6,40.1,1.019747791,1.814121804,0.034541945,0.016699926,-0.044826072,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
80,2,Thierry Henry,David James,Arsenal,From Throw In,0.016802229,0,98.9,23,2.939344526,0.648532978,2.202156923,0.343148471,-0.050367509,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0
81,2,Thierry Henry,Roy Carroll,Arsenal,Regular Play,0.025816444,1,100.2,27.2,2.557589677,0.992398089,1.863444993,0.771075728,-0.022013177,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
82,2,Thierry Henry,Roy Carroll,Arsenal,Regular Play,0.033653863,0,102.6,35.8,1.941719981,0.743583926,0.769063401,0.747166216,-0.073663735,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
83,2,Thierry Henry,Roy Carroll,Arsenal,Regular Play,0.021567002,0,88.4,47.4,3.520631019,1.327674084,0.746929235,0.363332559,-0.040462301,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
84,2,Thierry Henry,Roy Carroll,Arsenal,From Corner,0.015859466,0,89.9,29.2,3.468996465,0.769199913,1.118602265,0.80597757,-0.046100324,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0
85,2,Thierry Henry,Roy Carroll,Arsenal,Regular Play,0.06536072,0,104.9,29.1,2.020190911,0.787415536,2.030205528,0.716768014,-0.059813,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1
86,2,Thierry Henry,Roy Carroll,Arsenal,Regular Play,0.23742968,0,111.7,45.9,1.104662787,3.274425914,2.006577226,0.938032039,-0.080771698,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
87,2,Thierry Henry,Jerzy Dudek,Arsenal,From Free Kick,0.03000872,0,93.9,49.9,3.028101242,0.748650996,1.177204825,0.073598812,-0.043459097,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
88,2,Thierry Henry,Jerzy Dudek,Arsenal,From Free Kick,0.08391718,0,95.1,40.4,2.701442468,1.521100001,0.052157206,0.605879371,-0.052006026,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
89,2,Thierry Henry,Ian Walker,Arsenal,From Throw In,0.011760994,0,87.2,31.6,3.672894337,0.276690705,0.814069345,0.66356091,-0.046412415,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
90,2,Thierry Henry,Ian Walker,Arsenal,Regular Play,0.034550298,0,98.6,51.7,2.645721209,0.525343648,1.624598993,0.374665754,-0.044634697,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
91,2,Thierry Henry,Ian Walker,Arsenal,From Throw In,0.039256465,0,97.8,30,2.641247477,0.491894586,1.374250454,1.120173468,-0.043659325,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
92,2,Thierry Henry,Ian Walker,Arsenal,From Free Kick,0.030913258,0,98.1,34.2,2.457563934,0.523541435,0.840653506,2.984023485,-0.05700412,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
93,2,Thierry Henry,Neil Sullivan,Arsenal,From Corner,0.020981507,1,105.3,30.3,1.910500878,1.069411241,1.893942519,1.762110094,-0.056092236,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0
94,2,Thierry Henry,Neil Sullivan,Arsenal,Regular Play,0.02902376,1,110.6,19.7,2.426725718,1.157276102,3.692366974,0.362895906,-0.050258885,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
95,2,Thierry Henry,Jussi Jaaskelainen,Arsenal,Regular Play,0.01142557,0,91.9,34.2,3.112477464,0.674255656,0.660931139,2.499563531,-0.051839593,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0
96,2,Thierry Henry,Jussi Jaaskelainen,Arsenal,From Free Kick,0.02556449,0,102.7,56.3,2.578439128,0.528929653,2.453628819,0.515853366,-0.060865684,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1
97,2,Thierry Henry,Shaka Hislop,Arsenal,Regular Play,0.029715339,0,94.4,47.1,2.881853788,0.374009744,0.878473616,0.278953115,-0.046797358,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
98,2,Thierry Henry,Shaka Hislop,Arsenal,From Free Kick,0.09463678,0,111.8,38,0.915592658,0.247861309,0.776800635,0.962317275,-0.086648123,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
99,2,Thierry Henry,Shaka Hislop,Arsenal,From Throw In,0.1409315,0,111.8,39.5,0.891168978,1.200568603,0.197746955,0.296797889,-0.085457242,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
100,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Throw In,0.011963927,0,89,32.7,3.454788122,0.677053409,0.750950289,0.732334932,-0.009631959,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
